game_id,move_index,current_player_is_b,phase_placement,phase_placement_slide,phase_movement,hole_square_index,blocked_slide_square_index,board_0,board_1,board_2,board_3,board_4,board_5,board_6,board_7,board_8,board_9,board_10,board_11,board_12,board_13,board_14,board_15,board_16,board_17,board_18,board_19,board_20,board_21,board_22,board_23,board_24,board_25,board_26,board_27,board_28,board_29,board_30,board_31,board_32,board_33,board_34,board_35,action_id,result
game_1770667502490_552001,10,1,1,0,0,7,-1,1,0,0,1,0,0,-1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,R
game_1770667502490_552001,11,1,0,1,0,7,-1,1,0,0,1,0,0,-1,-1,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,R
game_1770667502490_552001,12,0,1,0,0,6,-1,1,0,0,1,0,0,-1,-1,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,R
game_1770667502490_552001,13,0,0,1,0,6,-1,1,0,0,1,0,1,-1,-1,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,R
game_1770667502490_552001,14,1,1,0,0,3,-1,1,0,0,1,0,1,-1,-1,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,R
game_1770667502490_552001,15,1,0,1,0,3,-1,1,0,0,1,0,1,-1,-1,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,36,R
game_1770667502490_552001,16,0,1,0,0,0,-1,0,0,0,0,0,1,-1,-1,0,0,0,1,1,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,19,R
game_1770667502490_552001,17,0,0,1,0,0,-1,0,0,0,0,0,1,-1,-1,0,0,0,1,1,0,0,1,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,37,R
game_1770667502490_552001,18,1,1,0,0,1,-1,0,1,-1,-1,0,0,0,0,0,0,0,1,1,0,0,1,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,13,R
game_1770667502490_552001,19,1,0,1,0,1,-1,0,1,-1,-1,0,0,0,0,0,0,0,1,1,-1,0,1,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,40,R
game_1770667502490_552001,20,0,1,0,0,4,-1,0,1,-1,-1,0,-1,0,1,0,0,0,1,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,10,R
game_1770667502490_552001,21,0,0,1,0,4,-1,0,1,-1,-1,0,-1,0,1,0,0,1,1,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,43,R
game_1770667502490_552001,22,1,1,0,0,7,-1,0,1,-1,-1,0,-1,0,1,0,0,1,1,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,25,R
game_1770667502490_552001,23,1,0,1,0,7,-1,0,1,-1,-1,0,-1,0,1,0,0,1,1,1,-1,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,42,R
game_1770667502490_552001,24,0,1,0,0,6,-1,0,1,-1,-1,0,-1,0,1,0,0,1,1,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,R
game_1770667502490_552001,25,0,0,1,0,6,-1,1,1,-1,-1,0,-1,0,1,0,0,1,1,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,39,R
game_1770667502490_552001,26,1,1,0,0,3,-1,1,1,-1,-1,0,-1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,-1,0,0,0,0,0,-1,32,R
game_1770667502490_552001,27,1,0,1,0,3,-1,1,1,-1,-1,0,-1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,-1,0,0,-1,0,0,-1,36,R
game_1770667502490_552001,28,0,1,0,0,0,-1,0,0,0,0,0,-1,0,1,0,0,1,1,1,1,-1,-1,0,0,0,0,0,0,0,0,1,-1,0,1,0,-1,0,0,-1,0,0,-1,20,R
game_1770667502490_552001,29,0,0,1,0,0,-1,0,0,0,0,0,-1,0,1,0,0,1,1,1,1,-1,-1,0,0,0,0,1,0,0,0,1,-1,0,1,0,-1,0,0,-1,0,0,-1,37,R
game_1770667502490_552001,30,1,1,0,0,1,-1,0,-1,0,1,0,0,0,0,0,0,1,1,1,1,-1,-1,0,0,0,0,1,0,0,0,1,-1,0,1,0,-1,0,0,-1,0,0,-1,34,R
game_1770667502490_552001,31,1,0,1,0,1,-1,0,-1,0,1,0,0,0,0,0,0,1,1,1,1,-1,-1,0,0,0,0,1,0,0,0,1,-1,0,1,0,-1,0,0,-1,0,-1,-1,40,R
game_1770667502490_552001,32,0,1,0,0,4,-1,0,-1,0,1,0,0,0,0,0,0,1,1,1,1,-1,-1,0,0,0,0,1,0,0,0,1,-1,0,1,0,-1,0,0,-1,0,-1,-1,2,R
